name;level_code;location_code;level;level_name
Ward No-06;06;201395998206;6;rural_ward
Ward No-07;07;201395998207;6;rural_ward
Ward No-08;08;201395998208;6;rural_ward
Ward No-09;09;201395998209;6;rural_ward
Uttar Suchi Para;85;2013959985;5;union_or_urban_ward
Ward No-01;01;201395998501;6;rural_ward
Ward No-02;02;201395998502;6;rural_ward
Ward No-03;03;201395998503;6;rural_ward
Ward No-04;04;201395998504;6;rural_ward
Ward No-05;05;201395998505;6;rural_ward
Ward No-06;06;201395998506;6;rural_ward
Ward No-07;07;201395998507;6;rural_ward
Ward No-08;08;201395998508;6;rural_ward
Ward No-09;09;201395998509;6;rural_ward
Dakshin Suchi Para;90;2013959990;5;union_or_urban_ward
Ward No-01;01;201395999001;6;rural_ward
Ward No-02;02;201395999002;6;rural_ward
Ward No-03;03;201395999003;6;rural_ward
Ward No-04;04;201395999004;6;rural_ward
Ward No-05;05;201395999005;6;rural_ward
Ward No-06;06;201395999006;6;rural_ward
Ward No-07;07;201395999007;6;rural_ward
Ward No-08;08;201395999008;6;rural_ward
Ward No-09;09;201395999009;6;rural_ward
Tamta Dakshin;95;2013959995;5;union_or_urban_ward
Ward No-01;01;201395999501;6;rural_ward
Ward No-02;02;201395999502;6;rural_ward
Ward No-03;03;201395999503;6;rural_ward
Ward No-04;04;201395999504;6;rural_ward
Ward No-05;05;201395999505;6;rural_ward
Ward No-06;06;201395999506;6;rural_ward
Ward No-07;07;201395999507;6;rural_ward
Ward No-08;08;201395999508;6;rural_ward
Ward No-09;09;201395999509;6;rural_ward
Tamta Uttar;96;2013959996;5;union_or_urban_ward
Ward No-01;01;201395999601;6;rural_ward
Ward No-02;02;201395999602;6;rural_ward
Ward No-03;03;201395999603;6;rural_ward
Ward No-04;04;201395999604;6;rural_ward
Ward No-05;05;201395999605;6;rural_ward
Ward No-06;06;201395999606;6;rural_ward
Ward No-07;07;201395999607;6;rural_ward
Ward No-08;08;201395999608;6;rural_ward
Ward No-09;09;201395999609;6;rural_ward
Chittagong;15;2015;2;district
Anowara;04;201504;3;upazila
Unions Of Anowara Upazila;99;20150499;4;paurasava_or_city_corp
Anowara;15;2015049915;5;union_or_urban_ward
Ward No-01;01;201504991501;6;rural_ward
Ward No-02;02;201504991502;6;rural_ward
Ward No-03;03;201504991503;6;rural_ward
Ward No-04;04;201504991504;6;rural_ward
Ward No-05;05;201504991505;6;rural_ward
Ward No-06;06;201504991506;6;rural_ward
Ward No-07;07;201504991507;6;rural_ward
Ward No-08;08;201504991508;6;rural_ward
Ward No-09;09;201504991509;6;rural_ward
Bairag (part);19;2015049919;5;union_or_urban_ward
Ward No-01;01;201504991901;6;rural_ward
Ward No-02;02;201504991902;6;rural_ward
Ward No-03;03;201504991903;6;rural_ward
Ward No-04;04;201504991904;6;rural_ward
Ward No-05;05;201504991905;6;rural_ward
Ward No-06;06;201504991906;6;rural_ward
Ward No-07;07;201504991907;6;rural_ward
Ward No-08;08;201504991908;6;rural_ward
Ward No-09;09;201504991909;6;rural_ward
Barakhain;28;2015049928;5;union_or_urban_ward
Ward No-01;01;201504992801;6;rural_ward
Ward No-02;02;201504992802;6;rural_ward
Ward No-03;03;201504992803;6;rural_ward
Ward No-04;04;201504992804;6;rural_ward
Ward No-05;05;201504992805;6;rural_ward
Ward No-06;06;201504992806;6;rural_ward
Ward No-07;07;201504992807;6;rural_ward
Ward No-08;08;201504992808;6;rural_ward
Ward No-09;09;201504992809;6;rural_ward
Barasat;38;2015049938;5;union_or_urban_ward
Ward No-01;01;201504993801;6;rural_ward
Ward No-02;02;201504993802;6;rural_ward
Ward No-03;03;201504993803;6;rural_ward
Ward No-04;04;201504993804;6;rural_ward
Ward No-05;05;201504993805;6;rural_ward
Ward No-06;06;201504993806;6;rural_ward
Ward No-07;07;201504993807;6;rural_ward
Ward No-08;08;201504993808;6;rural_ward
Ward No-09;09;201504993809;6;rural_ward
Burumchhara;47;2015049947;5;union_or_urban_ward
Ward No-01;01;201504994701;6;rural_ward
Ward No-02;02;201504994702;6;rural_ward
Ward No-03;03;201504994703;6;rural_ward
Ward No-04;04;201504994704;6;rural_ward
Ward No-05;05;201504994705;6;rural_ward
Ward No-06;06;201504994706;6;rural_ward
Ward No-07;07;201504994707;6;rural_ward
Ward No-08;08;201504994708;6;rural_ward
Ward No-09;09;201504994709;6;rural_ward
Battali;57;2015049957;5;union_or_urban_ward
Ward No-01;01;201504995701;6;rural_ward
Ward No-02;02;201504995702;6;rural_ward
Ward No-03;03;201504995703;6;rural_ward
Ward No-04;04;201504995704;6;rural_ward
Ward No-05;05;201504995705;6;rural_ward
Ward No-06;06;201504995706;6;rural_ward
Ward No-07;07;201504995707;6;rural_ward
Ward No-08;08;201504995708;6;rural_ward
Ward No-09;09;201504995709;6;rural_ward
Chatari;66;2015049966;5;union_or_urban_ward
Ward No-01;01;201504996601;6;rural_ward
Ward No-02;02;201504996602;6;rural_ward
Ward No-03;03;201504996603;6;rural_ward
Ward No-04;04;201504996604;6;rural_ward
Ward No-05;05;201504996605;6;rural_ward
Ward No-06;06;201504996606;6;rural_ward
Ward No-07;07;201504996607;6;rural_ward
Ward No-08;08;201504996608;6;rural_ward
Ward No-09;09;201504996609;6;rural_ward
Haildhar;76;2015049976;5;union_or_urban_ward
Ward No-01;01;201504997601;6;rural_ward
Ward No-02;02;201504997602;6;rural_ward
Ward No-03;03;201504997603;6;rural_ward
Ward No-04;04;201504997604;6;rural_ward
Ward No-05;05;201504997605;6;rural_ward
Ward No-06;06;201504997606;6;rural_ward
Ward No-07;07;201504997607;6;rural_ward
Ward No-08;08;201504997608;6;rural_ward
Ward No-09;09;201504997609;6;rural_ward
Juidandi;81;2015049981;5;union_or_urban_ward
Ward No-01;01;201504998101;6;rural_ward
Ward No-02;02;201504998102;6;rural_ward
Ward No-03;03;201504998103;6;rural_ward
Ward No-04;04;201504998104;6;rural_ward
Ward No-05;05;201504998105;6;rural_ward
Ward No-06;06;201504998106;6;rural_ward
Ward No-07;07;201504998107;6;rural_ward
Ward No-08;08;201504998108;6;rural_ward
Ward No-09;09;201504998109;6;rural_ward
Paraikora;85;2015049985;5;union_or_urban_ward
Ward No-01;01;201504998501;6;rural_ward
Ward No-02;02;201504998502;6;rural_ward
Ward No-03;03;201504998503;6;rural_ward
Ward No-04;04;201504998504;6;rural_ward
Ward No-05;05;201504998505;6;rural_ward
Ward No-06;06;201504998506;6;rural_ward
Ward No-07;07;201504998507;6;rural_ward
Ward No-08;08;201504998508;6;rural_ward
Ward No-09;09;201504998509;6;rural_ward
Roypur;95;2015049995;5;union_or_urban_ward
Ward No-01;01;201504999501;6;rural_ward
Ward No-02;02;201504999502;6;rural_ward
Ward No-03;03;201504999503;6;rural_ward
Ward No-04;04;201504999504;6;rural_ward
Ward No-05;05;201504999505;6;rural_ward
Ward No-06;06;201504999506;6;rural_ward
Ward No-07;07;201504999507;6;rural_ward
Ward No-08;08;201504999508;6;rural_ward
Ward No-09;09;201504999509;6;rural_ward
Bayejid Bostami;06;201506;3;upazila
Chittagong City Corp.;16;20150616;4;paurasava_or_city_corp
Urban Ward No-01;01;2015061601;5;union_or_urban_ward
Urban Ward No-02;02;2015061602;5;union_or_urban_ward
Urban Ward No-03;03;2015061603;5;union_or_urban_ward
Chittagang Cnt.;98;2015061698;5;union_or_urban_ward
Banshkhali;08;201508;3;upazila
Banshkhali Paurashava;05;20150805;4;paurasava_or_city_corp
Urban Ward No-01;01;2015080501;5;union_or_urban_ward
Urban Ward No-02;02;2015080502;5;union_or_urban_ward
Urban Ward No-03;03;2015080503;5;union_or_urban_ward
Urban Ward No-04;04;2015080504;5;union_or_urban_ward
Urban Ward No-05;05;2015080505;5;union_or_urban_ward
Urban Ward No-06;06;2015080506;5;union_or_urban_ward
Urban Ward No-07;07;2015080507;5;union_or_urban_ward
Urban Ward No-08;08;2015080508;5;union_or_urban_ward
Urban Ward No-09;09;2015080509;5;union_or_urban_ward
Unions Of Banshkhali Upazila;99;20150899;4;paurasava_or_city_corp
Baharchhara;11;2015089911;5;union_or_urban_ward
Ward No-01;01;201508991101;6;rural_ward
Ward No-02;02;201508991102;6;rural_ward
Ward No-03;03;201508991103;6;rural_ward
Ward No-04;04;201508991104;6;rural_ward
Ward No-05;05;201508991105;6;rural_ward
Ward No-06;06;201508991106;6;rural_ward
Ward No-07;07;201508991107;6;rural_ward
Ward No-08;08;201508991108;6;rural_ward
Ward No-09;09;201508991109;6;rural_ward
Bailchhari;12;2015089912;5;union_or_urban_ward
Ward No-01;01;201508991201;6;rural_ward
Ward No-02;02;201508991202;6;rural_ward
Ward No-03;03;201508991203;6;rural_ward
Ward No-04;04;201508991204;6;rural_ward
Ward No-05;05;201508991205;6;rural_ward
Ward No-06;06;201508991206;6;rural_ward
Ward No-07;07;201508991207;6;rural_ward
Ward No-08;08;201508991208;6;rural_ward
Ward No-09;09;201508991209;6;rural_ward
Chambal;18;2015089918;5;union_or_urban_ward
Ward No-01;01;201508991801;6;rural_ward
Ward No-02;02;201508991802;6;rural_ward
Ward No-03;03;201508991803;6;rural_ward
Ward No-04;04;201508991804;6;rural_ward
Ward No-05;05;201508991805;6;rural_ward
Ward No-06;06;201508991806;6;rural_ward
Ward No-07;07;201508991807;6;rural_ward
Ward No-08;08;201508991808;6;rural_ward
Ward No-09;09;201508991809;6;rural_ward
Chhanua;25;2015089925;5;union_or_urban_ward
Ward No-01;01;201508992501;6;rural_ward
Ward No-02;02;201508992502;6;rural_ward
Ward No-03;03;201508992503;6;rural_ward
Ward No-04;04;201508992504;6;rural_ward
Ward No-05;05;201508992505;6;rural_ward
Ward No-06;06;201508992506;6;rural_ward
Ward No-07;07;201508992507;6;rural_ward
Ward No-08;08;201508992508;6;rural_ward
Ward No-09;09;201508992509;6;rural_ward
Gandamara;31;2015089931;5;union_or_urban_ward
Ward No-01;01;201508993101;6;rural_ward
Ward No-02;02;201508993102;6;rural_ward
Ward No-03;03;201508993103;6;rural_ward
Ward No-04;04;201508993104;6;rural_ward
Ward No-05;05;201508993105;6;rural_ward
Ward No-06;06;201508993106;6;rural_ward
Ward No-07;07;201508993107;6;rural_ward
Ward No-08;08;201508993108;6;rural_ward
Ward No-09;09;201508993109;6;rural_ward
Kalipur;44;2015089944;5;union_or_urban_ward
Ward No-01;01;201508994401;6;rural_ward
Ward No-02;02;201508994402;6;rural_ward
Ward No-03;03;201508994403;6;rural_ward
Ward No-04;04;201508994404;6;rural_ward
Ward No-05;05;201508994405;6;rural_ward
Ward No-06;06;201508994406;6;rural_ward
Ward No-07;07;201508994407;6;rural_ward
Ward No-08;08;201508994408;6;rural_ward
Ward No-09;09;201508994409;6;rural_ward
Katharia;50;2015089950;5;union_or_urban_ward
Ward No-01;01;201508995001;6;rural_ward
Ward No-02;02;201508995002;6;rural_ward
Ward No-03;03;201508995003;6;rural_ward
Ward No-04;04;201508995004;6;rural_ward
Ward No-05;05;201508995005;6;rural_ward
Ward No-06;06;201508995006;6;rural_ward
Ward No-07;07;201508995007;6;rural_ward
Ward No-08;08;201508995008;6;rural_ward
Ward No-09;09;201508995009;6;rural_ward
Khankhanabad;56;2015089956;5;union_or_urban_ward
Ward No-01;01;201508995601;6;rural_ward
Ward No-02;02;201508995602;6;rural_ward
Ward No-03;03;201508995603;6;rural_ward
Ward No-04;04;201508995604;6;rural_ward
Ward No-05;05;201508995605;6;rural_ward
Ward No-06;06;201508995606;6;rural_ward
Ward No-07;07;201508995607;6;rural_ward
Ward No-08;08;201508995608;6;rural_ward
Ward No-09;09;201508995609;6;rural_ward
Puichhari;63;2015089963;5;union_or_urban_ward
Ward No-01;01;201508996301;6;rural_ward
Ward No-02;02;201508996302;6;rural_ward
Ward No-03;03;201508996303;6;rural_ward
Ward No-04;04;201508996304;6;rural_ward
Ward No-05;05;201508996305;6;rural_ward
Ward No-06;06;201508996306;6;rural_ward
Ward No-07;07;201508996307;6;rural_ward
Ward No-08;08;201508996308;6;rural_ward
Ward No-09;09;201508996309;6;rural_ward
Pukuria;69;2015089969;5;union_or_urban_ward
Ward No-01;01;201508996901;6;rural_ward
Ward No-02;02;201508996902;6;rural_ward
Ward No-03;03;201508996903;6;rural_ward
Ward No-04;04;201508996904;6;rural_ward
Ward No-05;05;201508996905;6;rural_ward
Ward No-06;06;201508996906;6;rural_ward
Ward No-07;07;201508996907;6;rural_ward
Ward No-08;08;201508996908;6;rural_ward
Ward No-09;09;201508996909;6;rural_ward
Sadhanpur;75;2015089975;5;union_or_urban_ward
Ward No-01;01;201508997501;6;rural_ward
Ward No-02;02;201508997502;6;rural_ward
Ward No-03;03;201508997503;6;rural_ward
Ward No-04;04;201508997504;6;rural_ward
Ward No-05;05;201508997505;6;rural_ward
Ward No-06;06;201508997506;6;rural_ward
Ward No-07;07;201508997507;6;rural_ward
Ward No-08;08;201508997508;6;rural_ward
Ward No-09;09;201508997509;6;rural_ward
Saral;82;2015089982;5;union_or_urban_ward
Ward No-01;01;201508998201;6;rural_ward
Ward No-02;02;201508998202;6;rural_ward
Ward No-03;03;201508998203;6;rural_ward
Ward No-04;04;201508998204;6;rural_ward
Ward No-05;05;201508998205;6;rural_ward
Ward No-06;06;201508998206;6;rural_ward
Ward No-07;07;201508998207;6;rural_ward
Ward No-08;08;201508998208;6;rural_ward
Ward No-09;09;201508998209;6;rural_ward
Sekherkhil;88;2015089988;5;union_or_urban_ward
Ward No-01;01;201508998801;6;rural_ward
Ward No-02;02;201508998802;6;rural_ward
Ward No-03;03;201508998803;6;rural_ward
Ward No-04;04;201508998804;6;rural_ward
Ward No-05;05;201508998805;6;rural_ward
Ward No-06;06;201508998806;6;rural_ward
Ward No-07;07;201508998807;6;rural_ward
Ward No-08;08;201508998808;6;rural_ward
Ward No-09;09;201508998809;6;rural_ward
Silkup;94;2015089994;5;union_or_urban_ward
Ward No-01;01;201508999401;6;rural_ward
Ward No-02;02;201508999402;6;rural_ward
Ward No-03;03;201508999403;6;rural_ward
Ward No-04;04;201508999404;6;rural_ward
Ward No-05;05;201508999405;6;rural_ward
Ward No-06;06;201508999406;6;rural_ward
Ward No-07;07;201508999407;6;rural_ward
Ward No-08;08;201508999408;6;rural_ward
Ward No-09;09;201508999409;6;rural_ward
Bakalia;10;201510;3;upazila
Chittagong City Corp.;16;20151016;4;paurasava_or_city_corp
Urban Ward No-17;17;2015101617;5;union_or_urban_ward
Urban Ward No-18;18;2015101618;5;union_or_urban_ward
Urban Ward No-19;19;2015101619;5;union_or_urban_ward
Urban Ward No-35 (part);35;2015101635;5;union_or_urban_ward
Boalkhali;12;201512;3;upazila
Boalkhali Paurashava;10;20151210;4;paurasava_or_city_corp
Urban Ward No-01;01;2015121001;5;union_or_urban_ward
Urban Ward No-02;02;2015121002;5;union_or_urban_ward
Urban Ward No-03;03;2015121003;5;union_or_urban_ward
Urban Ward No-04;04;2015121004;5;union_or_urban_ward
Urban Ward No-05;05;2015121005;5;union_or_urban_ward
Urban Ward No-06;06;2015121006;5;union_or_urban_ward
Urban Ward No-07;07;2015121007;5;union_or_urban_ward
Urban Ward No-08;08;2015121008;5;union_or_urban_ward
Urban Ward No-09;09;2015121009;5;union_or_urban_ward
Unions Of Boalkhali Upazila;99;20151299;4;paurasava_or_city_corp
Ahla Karaldanga;17;2015129917;5;union_or_urban_ward
Ward No-01;01;201512991701;6;rural_ward
Ward No-02;02;201512991702;6;rural_ward
Ward No-03;03;201512991703;6;rural_ward
Ward No-04;04;201512991704;6;rural_ward
Ward No-05;05;201512991705;6;rural_ward
Ward No-06;06;201512991706;6;rural_ward
Ward No-07;07;201512991707;6;rural_ward
Ward No-08;08;201512991708;6;rural_ward
Ward No-09;09;201512991709;6;rural_ward
Amuchia;19;2015129919;5;union_or_urban_ward
Ward No-01;01;201512991901;6;rural_ward
Ward No-02;02;201512991902;6;rural_ward
Ward No-03;03;201512991903;6;rural_ward
Ward No-04;04;201512991904;6;rural_ward
Ward No-05;05;201512991905;6;rural_ward
Ward No-06;06;201512991906;6;rural_ward
Ward No-07;07;201512991907;6;rural_ward
Ward No-08;08;201512991908;6;rural_ward
Ward No-09;09;201512991909;6;rural_ward
Charandwip;28;2015129928;5;union_or_urban_ward
Ward No-01;01;201512992801;6;rural_ward
Ward No-02;02;201512992802;6;rural_ward
Ward No-03;03;201512992803;6;rural_ward
Ward No-04;04;201512992804;6;rural_ward
Ward No-05;05;201512992805;6;rural_ward
Ward No-06;06;201512992806;6;rural_ward
Ward No-07;07;201512992807;6;rural_ward
Ward No-08;08;201512992808;6;rural_ward
Ward No-09;09;201512992809;6;rural_ward
Purba Gomdandi;38;2015129938;5;union_or_urban_ward
Ward No-01;01;201512993801;6;rural_ward
Ward No-02;02;201512993802;6;rural_ward
Ward No-03;03;201512993803;6;rural_ward
Ward No-04;04;201512993804;6;rural_ward
Ward No-05;05;201512993805;6;rural_ward
Ward No-06;06;201512993806;6;rural_ward
Ward No-07;07;201512993807;6;rural_ward
Ward No-08;08;201512993808;6;rural_ward
Ward No-09;09;201512993809;6;rural_ward
Kandhurkhil;47;2015129947;5;union_or_urban_ward
Ward No-01;01;201512994701;6;rural_ward
Ward No-02;02;201512994702;6;rural_ward
Ward No-03;03;201512994703;6;rural_ward
Ward No-04;04;201512994704;6;rural_ward
Ward No-05;05;201512994705;6;rural_ward
Ward No-06;06;201512994706;6;rural_ward
Ward No-07;07;201512994707;6;rural_ward
Ward No-08;08;201512994708;6;rural_ward
Ward No-09;09;201512994709;6;rural_ward
Paschim Gomdandi;50;2015129950;5;union_or_urban_ward
Ward No-01;01;201512995001;6;rural_ward
Ward No-02;02;201512995002;6;rural_ward
Ward No-03;03;201512995003;6;rural_ward
Ward No-04;04;201512995004;6;rural_ward
Ward No-05;05;201512995005;6;rural_ward
Ward No-06;06;201512995006;6;rural_ward
Ward No-07;07;201512995007;6;rural_ward
Ward No-08;08;201512995008;6;rural_ward
Ward No-09;09;201512995009;6;rural_ward
Popadia;57;2015129957;5;union_or_urban_ward
Ward No-01;01;201512995701;6;rural_ward
Ward No-02;02;201512995702;6;rural_ward
Ward No-03;03;201512995703;6;rural_ward
Ward No-04;04;201512995704;6;rural_ward
Ward No-05;05;201512995705;6;rural_ward
Ward No-06;06;201512995706;6;rural_ward
Ward No-07;07;201512995707;6;rural_ward
Ward No-08;08;201512995708;6;rural_ward
Ward No-09;09;201512995709;6;rural_ward
Saroatali;66;2015129966;5;union_or_urban_ward
Ward No-01;01;201512996601;6;rural_ward
Ward No-02;02;201512996602;6;rural_ward
Ward No-03;03;201512996603;6;rural_ward
Ward No-04;04;201512996604;6;rural_ward
Ward No-05;05;201512996605;6;rural_ward
Ward No-06;06;201512996606;6;rural_ward
Ward No-07;07;201512996607;6;rural_ward
Ward No-08;08;201512996608;6;rural_ward
Ward No-09;09;201512996609;6;rural_ward
Sakpura;76;2015129976;5;union_or_urban_ward
Ward No-01;01;201512997601;6;rural_ward
Ward No-02;02;201512997602;6;rural_ward
Ward No-03;03;201512997603;6;rural_ward
Ward No-04;04;201512997604;6;rural_ward
Ward No-05;05;201512997605;6;rural_ward
Ward No-06;06;201512997606;6;rural_ward
Ward No-07;07;201512997607;6;rural_ward
Ward No-08;08;201512997608;6;rural_ward
Ward No-09;09;201512997609;6;rural_ward
Sreepur Kharandwip;85;2015129985;5;union_or_urban_ward
Ward No-01;01;201512998501;6;rural_ward
Ward No-02;02;201512998502;6;rural_ward
Ward No-03;03;201512998503;6;rural_ward
Ward No-04;04;201512998504;6;rural_ward
Ward No-05;05;201512998505;6;rural_ward
Ward No-06;06;201512998506;6;rural_ward
Ward No-07;07;201512998507;6;rural_ward
Ward No-08;08;201512998508;6;rural_ward
Ward No-09;09;201512998509;6;rural_ward
Chandanaish;18;201518;3;upazila
Chandanaish Paurashava;12;20151812;4;paurasava_or_city_corp
Urban Ward No-01;01;2015181201;5;union_or_urban_ward
Urban Ward No-02;02;2015181202;5;union_or_urban_ward
Urban Ward No-03;03;2015181203;5;union_or_urban_ward
Urban Ward No-04;04;2015181204;5;union_or_urban_ward
Urban Ward No-05;05;2015181205;5;union_or_urban_ward
Urban Ward No-06;06;2015181206;5;union_or_urban_ward
Urban Ward No-07;07;2015181207;5;union_or_urban_ward
Urban Ward No-08;08;2015181208;5;union_or_urban_ward
Urban Ward No-09;09;2015181209;5;union_or_urban_ward
Unions Of Chandanaish Upazila;99;20151899;4;paurasava_or_city_corp
Bailtali;13;2015189913;5;union_or_urban_ward
Ward No-01;01;201518991301;6;rural_ward
Ward No-02;02;201518991302;6;rural_ward
Ward No-03;03;201518991303;6;rural_ward
Ward No-04;04;201518991304;6;rural_ward
Ward No-05;05;201518991305;6;rural_ward
Ward No-06;06;201518991306;6;rural_ward
Ward No-07;07;201518991307;6;rural_ward
Ward No-08;08;201518991308;6;rural_ward
Ward No-09;09;201518991309;6;rural_ward
Barkal;19;2015189919;5;union_or_urban_ward
Ward No-01;01;201518991901;6;rural_ward
Ward No-02;02;201518991902;6;rural_ward
Ward No-03;03;201518991903;6;rural_ward
Ward No-04;04;201518991904;6;rural_ward
Ward No-05;05;201518991905;6;rural_ward
Ward No-06;06;201518991906;6;rural_ward
Ward No-07;07;201518991907;6;rural_ward
Ward No-08;08;201518991908;6;rural_ward
Ward No-09;09;201518991909;6;rural_ward
Barama;28;2015189928;5;union_or_urban_ward
Ward No-01;01;201518992801;6;rural_ward
Ward No-02;02;201518992802;6;rural_ward
Ward No-03;03;201518992803;6;rural_ward
Ward No-04;04;201518992804;6;rural_ward
Ward No-05;05;201518992805;6;rural_ward
Ward No-06;06;201518992806;6;rural_ward
Ward No-07;07;201518992807;6;rural_ward
Ward No-08;08;201518992808;6;rural_ward
Ward No-09;09;201518992809;6;rural_ward
Dhopachhari;38;2015189938;5;union_or_urban_ward
Ward No-01;01;201518993801;6;rural_ward
Ward No-02;02;201518993802;6;rural_ward
Ward No-03;03;201518993803;6;rural_ward
Ward No-04;04;201518993804;6;rural_ward
Ward No-05;05;201518993805;6;rural_ward
Ward No-06;06;201518993806;6;rural_ward
Ward No-07;07;201518993807;6;rural_ward
Ward No-08;08;201518993808;6;rural_ward
Ward No-09;09;201518993809;6;rural_ward
Dohazari;47;2015189947;5;union_or_urban_ward
Ward No-01;01;201518994701;6;rural_ward
Ward No-02;02;201518994702;6;rural_ward
Ward No-03;03;201518994703;6;rural_ward
Ward No-04;04;201518994704;6;rural_ward
Ward No-05;05;201518994705;6;rural_ward
Ward No-06;06;201518994706;6;rural_ward
Ward No-07;07;201518994707;6;rural_ward
Ward No-08;08;201518994708;6;rural_ward
Ward No-09;09;201518994709;6;rural_ward
Hashimpur;66;2015189966;5;union_or_urban_ward
Ward No-01;01;201518996601;6;rural_ward
Ward No-02;02;201518996602;6;rural_ward
Ward No-03;03;201518996603;6;rural_ward
Ward No-04;04;201518996604;6;rural_ward
Ward No-05;05;201518996605;6;rural_ward
Ward No-06;06;201518996606;6;rural_ward
Ward No-07;07;201518996607;6;rural_ward
Ward No-08;08;201518996608;6;rural_ward
Ward No-09;09;201518996609;6;rural_ward
Joara;76;2015189976;5;union_or_urban_ward
Ward No-01;01;201518997601;6;rural_ward
Ward No-02;02;201518997602;6;rural_ward
Ward No-03;03;201518997603;6;rural_ward
Ward No-04;04;201518997604;6;rural_ward
Ward No-05;05;201518997605;6;rural_ward
Ward No-06;06;201518997606;6;rural_ward
Ward No-07;07;201518997607;6;rural_ward
Ward No-08;08;201518997608;6;rural_ward
Ward No-09;09;201518997609;6;rural_ward
Kanchanabad;85;2015189985;5;union_or_urban_ward
Ward No-01;01;201518998501;6;rural_ward
Ward No-02;02;201518998502;6;rural_ward
Ward No-03;03;201518998503;6;rural_ward
Ward No-04;04;201518998504;6;rural_ward
Ward No-05;05;201518998505;6;rural_ward
Ward No-06;06;201518998506;6;rural_ward
Ward No-07;07;201518998507;6;rural_ward
Ward No-08;08;201518998508;6;rural_ward
Ward No-09;09;201518998509;6;rural_ward
Satbaria;95;2015189995;5;union_or_urban_ward
Ward No-01;01;201518999501;6;rural_ward
Ward No-02;02;201518999502;6;rural_ward
Ward No-03;03;201518999503;6;rural_ward
Ward No-04;04;201518999504;6;rural_ward
Ward No-05;05;201518999505;6;rural_ward
Ward No-06;06;201518999506;6;rural_ward
Ward No-07;07;201518999507;6;rural_ward
Ward No-08;08;201518999508;6;rural_ward
Ward No-09;09;201518999509;6;rural_ward
Chandgaon;19;201519;3;upazila
Chittagong City Corp.;16;20151916;4;paurasava_or_city_corp
Urban Ward No-04;04;2015191604;5;union_or_urban_ward
Urban Ward No-05;05;2015191605;5;union_or_urban_ward
Urban Ward No-06;06;2015191606;5;union_or_urban_ward
Chittagong Port;20;201520;3;upazila
Chittagong City Corp.;16;20152016;4;paurasava_or_city_corp
Urban Ward No-37;37;2015201637;5;union_or_urban_ward
Urban Ward No-38;38;2015201638;5;union_or_urban_ward
Urban Ward No-39;39;2015201639;5;union_or_urban_ward
Double Mooring;28;201528;3;upazila
Chittagong City Corp.;16;20152816;4;paurasava_or_city_corp
Urban Ward No-23;23;2015281623;5;union_or_urban_ward
Urban Ward No-24 (part);24;2015281624;5;union_or_urban_ward
Urban Ward No-27;27;2015281627;5;union_or_urban_ward
Urban Ward No-28;28;2015281628;5;union_or_urban_ward
Urban Ward No-29;29;2015281629;5;union_or_urban_ward
Urban Ward No-30;30;2015281630;5;union_or_urban_ward
Urban Ward No-36;36;2015281636;5;union_or_urban_ward
Fatikchhari;33;201533;3;upazila
Fatikchhari Paurasava;22;20153322;4;paurasava_or_city_corp
Urban Ward No-01;01;2015332201;5;union_or_urban_ward
Urban Ward No-02;02;2015332202;5;union_or_urban_ward
Urban Ward No-03;03;2015332203;5;union_or_urban_ward
Urban Ward No-04;04;2015332204;5;union_or_urban_ward
Urban Ward No-05;05;2015332205;5;union_or_urban_ward
Urban Ward No-06;06;2015332206;5;union_or_urban_ward
Urban Ward No-07;07;2015332207;5;union_or_urban_ward
Urban Ward No-08;08;2015332208;5;union_or_urban_ward
Urban Ward No-09;09;2015332209;5;union_or_urban_ward
Unions Of Fatikchhari Upazila;99;20153399;4;paurasava_or_city_corp
Abdullapur;11;2015339911;5;union_or_urban_ward
Ward No-01;01;201533991101;6;rural_ward
Ward No-02;02;201533991102;6;rural_ward
Ward No-03;03;201533991103;6;rural_ward
Ward No-04;04;201533991104;6;rural_ward
Ward No-05;05;201533991105;6;rural_ward
Ward No-06;06;201533991106;6;rural_ward
Ward No-07;07;201533991107;6;rural_ward
Ward No-08;08;201533991108;6;rural_ward
Ward No-09;09;201533991109;6;rural_ward
Bagan Bazar;13;2015339913;5;union_or_urban_ward
Ward No-01;01;201533991301;6;rural_ward
Ward No-02;02;201533991302;6;rural_ward
Ward No-03;03;201533991303;6;rural_ward
Ward No-04;04;201533991304;6;rural_ward
Ward No-05;05;201533991305;6;rural_ward
Ward No-06;06;201533991306;6;rural_ward
Ward No-07;07;201533991307;6;rural_ward
Ward No-08;08;201533991308;6;rural_ward
Ward No-09;09;201533991309;6;rural_ward
Baktapur;14;2015339914;5;union_or_urban_ward
Ward No-01;01;201533991401;6;rural_ward
Ward No-02;02;201533991402;6;rural_ward
Ward No-03;03;201533991403;6;rural_ward
Ward No-04;04;201533991404;6;rural_ward
Ward No-05;05;201533991405;6;rural_ward
Ward No-06;06;201533991406;6;rural_ward
Ward No-07;07;201533991407;6;rural_ward
Ward No-08;08;201533991408;6;rural_ward
Ward No-09;09;201533991409;6;rural_ward
Bhujpur;19;2015339919;5;union_or_urban_ward
Ward No-01;01;201533991901;6;rural_ward
Ward No-02;02;201533991902;6;rural_ward
Ward No-03;03;201533991903;6;rural_ward
Ward No-04;04;201533991904;6;rural_ward
Ward No-05;05;201533991905;6;rural_ward
Ward No-06;06;201533991906;6;rural_ward
