uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Pulmonary eosinophilia, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J82;;SAME-AS;;;;;;;
;Other interstitial pulmonary diseases;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J84;;SAME-AS;;;;;;;
;Alveolar and parietoalveolar conditions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J84.0;;SAME-AS;;;;;;;
;Other interstitial pulmonary diseases with fibrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J84.1;;SAME-AS;;;;;;;
;Other specified interstitial pulmonary diseases;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J84.8;;SAME-AS;;;;;;;
;Interstitial pulmonary disease, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J84.9;;SAME-AS;;;;;;;
;Abscess of lung and mediastinum;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J85;;SAME-AS;;;;;;;
;Gangrene and necrosis of lung;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J85.0;;SAME-AS;;;;;;;
;Abscess of lung with pneumonia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J85.1;;SAME-AS;;;;;;;
;Abscess of lung without pneumonia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J85.2;;SAME-AS;;;;;;;
;Abscess of mediastinum;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J85.3;;SAME-AS;;;;;;;
;Pyothorax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J86;;SAME-AS;;;;;;;
;Pyothorax with fistula;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J86.0;;SAME-AS;;;;;;;
;Pyothorax without fistula;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J86.9;;SAME-AS;;;;;;;
;Pleural effusion, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J90;;SAME-AS;;;;;;;
;Pleural plaque;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J92;;SAME-AS;;;;;;;
;Pleural plaque with presence of asbestos;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J92.0;;SAME-AS;;;;;;;
;Pleural plaque without asbestos;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J92.9;;SAME-AS;;;;;;;
;Pneumothorax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J93;;SAME-AS;;;;;;;
;Spontaneous tension pneumothorax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J93.0;;SAME-AS;;;;;;;
;Other spontaneous pneumothorax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J93.1;;SAME-AS;;;;;;;
;Other pneumothorax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J93.8;;SAME-AS;;;;;;;
;Pneumothorax, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J93.9;;SAME-AS;;;;;;;
;Other pleural conditions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J94;;SAME-AS;;;;;;;
;Chylous effusion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J94.0;;SAME-AS;;;;;;;
;Fibrothorax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J94.1;;SAME-AS;;;;;;;
;Hemothorax;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J94.2;;SAME-AS;;;;;;;
;Other specified pleural conditions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J94.8;;SAME-AS;;;;;;;
;Pleural condition, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J94.9;;SAME-AS;;;;;;;
;Postprocedural respiratory disorders, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95;;SAME-AS;;;;;;;
;Tracheostomy malfunction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.0;;SAME-AS;;;;;;;
;Acute pulmonary insufficiency following thoracic surgery ;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.1;;SAME-AS;;;;;;;
;Acute pulmonary insufficiency following nonthoracic surgery ;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.2;;SAME-AS;;;;;;;
;Chronic pulmonary insufficiency following surgery ;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.3;;SAME-AS;;;;;;;
;Mendelson’s syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.4;;SAME-AS;;;;;;;
;Postprocedural subglottic stenosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.5;;SAME-AS;;;;;;;
;Other postprocedural respiratory disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.8;;SAME-AS;;;;;;;
;Postprocedural respiratory disorder, unspecified ;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J95.9;;SAME-AS;;;;;;;
;Respiratory failure, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J96;;SAME-AS;;;;;;;
;Acute respiratory failure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J96.0;;SAME-AS;;;;;;;
;Chronic respiratory failure;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J96.1;;SAME-AS;;;;;;;
;Respiratory failure, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J96.9;;SAME-AS;;;;;;;
;Other respiratory disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98;;SAME-AS;;;;;;;
;Diseases of bronchus, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.0;;SAME-AS;;;;;;;
;Pulmonary collapse;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.1;;SAME-AS;;;;;;;
;Interstitial emphysema;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.2;;SAME-AS;;;;;;;
;Compensatory emphysema;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.3;;SAME-AS;;;;;;;
;Other disorders of lung;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.4;;SAME-AS;;;;;;;
;Diseases of mediastinum, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.5;;SAME-AS;;;;;;;
;Disorders of diaphragm;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.6;;SAME-AS;;;;;;;
;Other specified respiratory disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.8;;SAME-AS;;;;;;;
;Respiratory disorder, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;J98.9;;SAME-AS;;;;;;;
;Disorders of tooth development and eruption;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00;;SAME-AS;;;;;;;
;Anodontia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.0;;SAME-AS;;;;;;;
;Supernumerary teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.1;;SAME-AS;;;;;;;
;Abnormalities of size and form of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.2;;SAME-AS;;;;;;;
;Mottled teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.3;;SAME-AS;;;;;;;
;Disturbances in tooth formation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.4;;SAME-AS;;;;;;;
;Hereditary disturbances in tooth structure, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.5;;SAME-AS;;;;;;;
;Disturbances in tooth eruption;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.6;;SAME-AS;;;;;;;
;Teething syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.7;;SAME-AS;;;;;;;
;Other disorders of tooth development;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.8;;SAME-AS;;;;;;;
;Disorder of tooth development, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K00.9;;SAME-AS;;;;;;;
;Embedded and impacted teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K01;;SAME-AS;;;;;;;
;Embedded teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K01.0;;SAME-AS;;;;;;;
;Impacted teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K01.1;;SAME-AS;;;;;;;
;Dental caries;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02;;SAME-AS;;;;;;;
;Caries limited to enamel;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02.0;;SAME-AS;;;;;;;
;Caries of dentin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02.1;;SAME-AS;;;;;;;
;Caries of cementum;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02.2;;SAME-AS;;;;;;;
;Arrested dental caries;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02.3;;SAME-AS;;;;;;;
;Odontoclasia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02.4;;SAME-AS;;;;;;;
;Other dental caries;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02.8;;SAME-AS;;;;;;;
;Dental caries, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K02.9;;SAME-AS;;;;;;;
;Other diseases of hard tissues of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03;;SAME-AS;;;;;;;
;Excessive attrition of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.0;;SAME-AS;;;;;;;
;Abrasion of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.1;;SAME-AS;;;;;;;
;Erosion of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.2;;SAME-AS;;;;;;;
;Pathological resorption of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.3;;SAME-AS;;;;;;;
;Hypercementosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.4;;SAME-AS;;;;;;;
;Ankylosis of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.5;;SAME-AS;;;;;;;
;Deposits [accretions] on teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.6;;SAME-AS;;;;;;;
;Posteruptive color changes of dental hard tissues;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.7;;SAME-AS;;;;;;;
;Other specified diseases of hard tissues of teeth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.8;;SAME-AS;;;;;;;
;Disease of hard tissues of teeth, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K03.9;;SAME-AS;;;;;;;
;Diseases of pulp and periapical tissues;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04;;SAME-AS;;;;;;;
;Pulpitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.0;;SAME-AS;;;;;;;
;Necrosis of pulp;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.1;;SAME-AS;;;;;;;
;Pulp degeneration;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.2;;SAME-AS;;;;;;;
;Abnormal hard tissue formation in pulp;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.3;;SAME-AS;;;;;;;
;Acute apical periodontitis of pulpal origin;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.4;;SAME-AS;;;;;;;
;Chronic apical periodontitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.5;;SAME-AS;;;;;;;
;Periapical abscess with sinus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.6;;SAME-AS;;;;;;;
;Periapical abscess without sinus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.7;;SAME-AS;;;;;;;
;Radicular cyst;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.8;;SAME-AS;;;;;;;
;Other and unspecified diseases of pulp and periapical tissues;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K04.9;;SAME-AS;;;;;;;
;Gingivitis and periodontal diseases;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05;;SAME-AS;;;;;;;
;Acute gingivitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05.0;;SAME-AS;;;;;;;
;Chronic gingivitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05.1;;SAME-AS;;;;;;;
;Acute periodontitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05.2;;SAME-AS;;;;;;;
;Chronic periodontitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05.3;;SAME-AS;;;;;;;
;Periodontosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05.4;;SAME-AS;;;;;;;
;Other periodontal diseases;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05.5;;SAME-AS;;;;;;;
;Periodontal disease, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K05.6;;SAME-AS;;;;;;;
;Other disorders of gingiva and edentulous alveolar ridge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K06;;SAME-AS;;;;;;;
;Gingival recession;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K06.0;;SAME-AS;;;;;;;
;Gingival enlargement;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K06.1;;SAME-AS;;;;;;;
;Gingival and edentulous alveolar ridge lesions associated with trauma;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K06.2;;SAME-AS;;;;;;;
;Other specified disorders of gingiva and edentulous alveolar ridge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K06.8;;SAME-AS;;;;;;;
;Disorder of gingiva and edentulous alveolar ridge, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K06.9;;SAME-AS;;;;;;;
;Dentofacial anomalies [including malocclusion];;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07;;SAME-AS;;;;;;;
;Major anomalies of jaw size;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.0;;SAME-AS;;;;;;;
;Anomalies of jaw-cranial base relationship;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.1;;SAME-AS;;;;;;;
;Anomalies of dental arch relationship;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.2;;SAME-AS;;;;;;;
;Anomalies of tooth position;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.3;;SAME-AS;;;;;;;
;Malocclusion, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.4;;SAME-AS;;;;;;;
;Dentofacial functional abnormalities;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.5;;SAME-AS;;;;;;;
;Temporomandibular joint disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.6;;SAME-AS;;;;;;;
;Other dentofacial anomalies;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.8;;SAME-AS;;;;;;;
;Dentofacial anomaly, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K07.9;;SAME-AS;;;;;;;
;Other disorders of the teeth and supporting structures;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K08;;SAME-AS;;;;;;;
;Exfoliation of teeth due to systemic causes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K08.0;;SAME-AS;;;;;;;
;Loss of teeth due to accident, extraction, or local periodontal disease;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K08.1;;SAME-AS;;;;;;;
;Atrophy of edentulous alveolar ridge;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K08.2;;SAME-AS;;;;;;;
;Retained dental root;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K08.3;;SAME-AS;;;;;;;
;Other specified disorders of teeth and supporting structures;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K08.8;;SAME-AS;;;;;;;
;Disorder of teeth and supporting structures, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K08.9;;SAME-AS;;;;;;;
;Cysts of oral region, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K09;;SAME-AS;;;;;;;
;Developmental odontogenic cysts;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K09.0;;SAME-AS;;;;;;;
;Developmental (nonodontogenic) cysts of oral region;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K09.1;;SAME-AS;;;;;;;
;Other cysts of jaw;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K09.2;;SAME-AS;;;;;;;
;Other cysts of oral region, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K09.8;;SAME-AS;;;;;;;
;Cyst of oral region, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K09.9;;SAME-AS;;;;;;;
;Other diseases of jaws;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K10;;SAME-AS;;;;;;;
;Developmental disorders of jaws;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K10.0;;SAME-AS;;;;;;;
;Giant cell granuloma, central;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K10.1;;SAME-AS;;;;;;;
;Inflammatory conditions of jaws;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K10.2;;SAME-AS;;;;;;;
;Alveolitis of jaws;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K10.3;;SAME-AS;;;;;;;
;Other specified diseases of jaws;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K10.8;;SAME-AS;;;;;;;
;Disease of jaws, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K10.9;;SAME-AS;;;;;;;
;Diseases of salivary glands;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11;;SAME-AS;;;;;;;
;Atrophy of salivary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.0;;SAME-AS;;;;;;;
;Hypertrophy of salivary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.1;;SAME-AS;;;;;;;
;Sialoadenitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.2;;SAME-AS;;;;;;;
;Abscess of salivary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.3;;SAME-AS;;;;;;;
;Fistula of salivary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.4;;SAME-AS;;;;;;;
;Sialolithiasis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.5;;SAME-AS;;;;;;;
;Mucocele of salivary gland;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.6;;SAME-AS;;;;;;;
;Disturbances of salivary secretion;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.7;;SAME-AS;;;;;;;
;Other diseases of salivary glands;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.8;;SAME-AS;;;;;;;
;Disease of salivary gland, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K11.9;;SAME-AS;;;;;;;
;Stomatitis and related lesions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K12;;SAME-AS;;;;;;;
;Recurrent oral aphthae;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K12.0;;SAME-AS;;;;;;;
;Other forms of stomatitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K12.1;;SAME-AS;;;;;;;
;Cellulitis and abscess of mouth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K12.2;;SAME-AS;;;;;;;
;Other diseases of lip and oral mucosa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13;;SAME-AS;;;;;;;
;Diseases of lips;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.0;;SAME-AS;;;;;;;
;Cheek and lip biting;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.1;;SAME-AS;;;;;;;
;Leukoplakia and other disturbances of oral epithelium, including tongue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.2;;SAME-AS;;;;;;;
;Hairy leukoplakia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.3;;SAME-AS;;;;;;;
;Granuloma and granuloma-like lesions of oral mucosa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.4;;SAME-AS;;;;;;;
;Oral submucous fibrosis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.5;;SAME-AS;;;;;;;
;Irritative hyperplasia of oral mucosa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.6;;SAME-AS;;;;;;;
;Other and unspecified lesions of oral mucosa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K13.7;;SAME-AS;;;;;;;
;Diseases of tongue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14;;SAME-AS;;;;;;;
;Glossitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.0;;SAME-AS;;;;;;;
;Geographic tongue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.1;;SAME-AS;;;;;;;
;Median rhomboid glossitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.2;;SAME-AS;;;;;;;
;Hypertrophy of tongue papillae;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.3;;SAME-AS;;;;;;;
;Atrophy of tongue papillae;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.4;;SAME-AS;;;;;;;
;Plicated tongue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.5;;SAME-AS;;;;;;;
;Glossodynia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.6;;SAME-AS;;;;;;;
;Other diseases of tongue;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.8;;SAME-AS;;;;;;;
;Disease of tongue, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K14.9;;SAME-AS;;;;;;;
;Esophagitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K20;;SAME-AS;;;;;;;
;Gastroesophageal reflux disease;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K21;;SAME-AS;;;;;;;
;Gastroesophageal reflux disease with esophagitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K21.0;;SAME-AS;;;;;;;
;Gastroesophageal reflux disease without esophagitis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K21.9;;SAME-AS;;;;;;;
;Other diseases of esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22;;SAME-AS;;;;;;;
;Achalasia of cardia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.0;;SAME-AS;;;;;;;
;Ulcer of esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.1;;SAME-AS;;;;;;;
;Esophageal obstruction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.2;;SAME-AS;;;;;;;
;Perforation of esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.3;;SAME-AS;;;;;;;
;Dyskinesia of esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.4;;SAME-AS;;;;;;;
;Diverticulum of esophagus, acquired;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.5;;SAME-AS;;;;;;;
;Gastroesophageal laceration-hemorrhage syndrome;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.6;;SAME-AS;;;;;;;
;Barrett's esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.7;;SAME-AS;;;;;;;
;Other specified diseases of esophagus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.8;;SAME-AS;;;;;;;
;Disease of esophagus, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K22.9;;SAME-AS;;;;;;;
;Gastric ulcer;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25;;SAME-AS;;;;;;;
;Gastric ulcer, acute with hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.0;;SAME-AS;;;;;;;
;Gastric ulcer, acute with perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.1;;SAME-AS;;;;;;;
;Gastric ulcer, acute with both hemorrhage and perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.2;;SAME-AS;;;;;;;
;Gastric ulcer, acute without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.3;;SAME-AS;;;;;;;
;Gastric ulcer, chronic or unspecified with hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.4;;SAME-AS;;;;;;;
;Gastric ulcer, chronic or unspecified with perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.5;;SAME-AS;;;;;;;
;Gastric ulcer, chronic or unspecified with both hemorrhage and perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.6;;SAME-AS;;;;;;;
;Gastric ulcer, chronic without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.7;;SAME-AS;;;;;;;
;Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K25.9;;SAME-AS;;;;;;;
;Duodenal ulcer  ;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26;;SAME-AS;;;;;;;
;Duodenal ulcer, acute with hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.0;;SAME-AS;;;;;;;
;Duodenal ulcer, acute with perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.1;;SAME-AS;;;;;;;
;Duodenal ulcer, acute with both hemorrhage and perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.2;;SAME-AS;;;;;;;
;Duodenal ulcer, acute without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.3;;SAME-AS;;;;;;;
;Duodenal ulcer, chronic or unspecified with hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.4;;SAME-AS;;;;;;;
;Duodenal ulcer, chronic or unspecified with perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.5;;SAME-AS;;;;;;;
;Duodenal ulcer, chronic or unspecified with both hemorrhage and perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.6;;SAME-AS;;;;;;;
;Duodenal ulcer, chronic without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.7;;SAME-AS;;;;;;;
;Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K26.9;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified  ;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, acute with hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.0;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, acute with perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.1;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, acute with both hemorrhage and perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.2;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, acute without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.3;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, chronic or unspecified with hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.4;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, chronic or unspecified with perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.5;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, chronic or unspecified with both hemorrhage and perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.6;;SAME-AS;;;;;;;
;Peptic ulcer, site unspecified, chronic without hemorrhage or perforation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;K27.7;;SAME-AS;;;;;;;
