uuid;name;description;local-name;local-description;class;datatype;shortname;is-set;reference-term-source;reference-term-code;reference-term-name;reference-term-relationship;units;high-normal;low-normal;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Maternal care for known or suspected abnormality of pelvic organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34;;SAME-AS;;;;;;;
;Maternal care for congenital malformation of uterus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.0;;SAME-AS;;;;;;;
;Maternal care for tumor of corpus uteri;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.1;;SAME-AS;;;;;;;
;Maternal care due to uterine scar from previous surgery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.2;;SAME-AS;;;;;;;
;Maternal care for cervical incompetence;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.3;;SAME-AS;;;;;;;
;Maternal care for other abnormalities of cervix;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.4;;SAME-AS;;;;;;;
;Maternal care for other abnormalities of gravid uterus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.5;;SAME-AS;;;;;;;
;Maternal care for abnormality of vagina;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.6;;SAME-AS;;;;;;;
;Maternal care for abnormality of vulva and perineum;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.7;;SAME-AS;;;;;;;
;Maternal care for other abnormalities of pelvic organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.8;;SAME-AS;;;;;;;
;Maternal care for abnormality of pelvic organ, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O34.9;;SAME-AS;;;;;;;
;Maternal care for known or suspected fetal abnormality and damage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35;;SAME-AS;;;;;;;
;Maternal care for (suspected) central nervous system malformation in fetus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.0;;SAME-AS;;;;;;;
;Maternal care for (suspected) chromosomal abnormality in fetus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.1;;SAME-AS;;;;;;;
;Maternal care for (suspected) hereditary disease in fetus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.2;;SAME-AS;;;;;;;
;Maternal care for (suspected) damage to fetus from viral disease in mother;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.3;;SAME-AS;;;;;;;
;Maternal care for (suspected) damage to fetus from alcohol;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.4;;SAME-AS;;;;;;;
;Maternal care for (suspected) damage to fetus by drugs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.5;;SAME-AS;;;;;;;
;Maternal care for (suspected) damage to fetus by radiation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.6;;SAME-AS;;;;;;;
;Maternal care for (suspected) damage to fetus by other medical procedures;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.7;;SAME-AS;;;;;;;
;Maternal care for other (suspected) fetal abnormality and damage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.8;;SAME-AS;;;;;;;
;Maternal care for (suspected) fetal abnormality and damage, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O35.9;;SAME-AS;;;;;;;
;Maternal care for other known or suspected fetal problems;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36;;SAME-AS;;;;;;;
;Maternal care for rhesus isoimmunization;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.0;;SAME-AS;;;;;;;
;Maternal care for other isoimmunization;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.1;;SAME-AS;;;;;;;
;Maternal care for hydrops fetalis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.2;;SAME-AS;;;;;;;
;Maternal care for signs of fetal hypoxia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.3;;SAME-AS;;;;;;;
;Maternal care for intrauterine death;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.4;;SAME-AS;;;;;;;
;Maternal care for poor fetal growth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.5;;SAME-AS;;;;;;;
;Maternal care for excessive fetal growth;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.6;;SAME-AS;;;;;;;
;Maternal care for viable fetus in abdominal pregnancy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.7;;SAME-AS;;;;;;;
;Maternal care for other specified fetal problems;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.8;;SAME-AS;;;;;;;
;Maternal care for fetal problem, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O36.9;;SAME-AS;;;;;;;
;Polyhydramnios;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O40;;SAME-AS;;;;;;;
;Other disorders of amniotic fluid and membranes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O41;;SAME-AS;;;;;;;
;Oligohydramnios;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O41.0;;SAME-AS;;;;;;;
;Infection of amniotic sac and membranes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O41.1;;SAME-AS;;;;;;;
;Other specified disorders of amniotic fluid and membranes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O41.8;;SAME-AS;;;;;;;
;Disorder of amniotic fluid and membranes, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O41.9;;SAME-AS;;;;;;;
;Premature rupture of membranes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O42;;SAME-AS;;;;;;;
;Premature rupture of membranes, onset of labor within 24 hours;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O42.0;;SAME-AS;;;;;;;
;Premature rupture of membranes, onset of labor after 24 hours;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O42.1;;SAME-AS;;;;;;;
;Premature rupture of membranes, labor delayed by therapy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O42.2;;SAME-AS;;;;;;;
;Premature rupture of membranes, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O42.9;;SAME-AS;;;;;;;
;Placental disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O43;;SAME-AS;;;;;;;
;Placental transfusion syndromes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O43.0;;SAME-AS;;;;;;;
;Malformation of placenta;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O43.1;;SAME-AS;;;;;;;
;Other placental disorders;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O43.8;;SAME-AS;;;;;;;
;Placental disorder, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O43.9;;SAME-AS;;;;;;;
;Placenta previa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O44;;SAME-AS;;;;;;;
;Placenta previa specified as without hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O44.0;;SAME-AS;;;;;;;
;Placenta previa with hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O44.1;;SAME-AS;;;;;;;
;Premature separation of placenta [abruptio placentae];;;;Diagnosis;N/A;;FALSE;ICD10-BD;O45;;SAME-AS;;;;;;;
;Premature separation of placenta with coagulation defect;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O45.0;;SAME-AS;;;;;;;
;Other premature separation of placenta;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O45.8;;SAME-AS;;;;;;;
;Premature separation of placenta, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O45.9;;SAME-AS;;;;;;;
;Antepartum hemorrhage, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O46;;SAME-AS;;;;;;;
;Antepartum hemorrhage with coagulation defect;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O46.0;;SAME-AS;;;;;;;
;Other antepartum hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O46.8;;SAME-AS;;;;;;;
;Antepartum hemorrhage, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O46.9;;SAME-AS;;;;;;;
;False labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O47;;SAME-AS;;;;;;;
;False labor before 37 completed weeks of gestation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O47.0;;SAME-AS;;;;;;;
;False labor at or after 37 completed weeks of gestation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O47.1;;SAME-AS;;;;;;;
;False labor, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O47.9;;SAME-AS;;;;;;;
;Prolonged pregnancy;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O48;;SAME-AS;;;;;;;
;Preterm delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O60;;SAME-AS;;;;;;;
;Failed induction of labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O61;;SAME-AS;;;;;;;
;Failed medical induction of labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O61.0;;SAME-AS;;;;;;;
;Failed instrumental induction of labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O61.1;;SAME-AS;;;;;;;
;Other failed induction of labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O61.8;;SAME-AS;;;;;;;
;Failed induction of labor, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O61.9;;SAME-AS;;;;;;;
;Abnormality of forces of labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62;;SAME-AS;;;;;;;
;Primary inadequate contractions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62.0;;SAME-AS;;;;;;;
;Secondary uterine inertia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62.1;;SAME-AS;;;;;;;
;Other uterine inertia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62.2;;SAME-AS;;;;;;;
;Precipitate labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62.3;;SAME-AS;;;;;;;
;Hypertonic, incoordinate, and prolonged uterine contractions;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62.4;;SAME-AS;;;;;;;
;Other abnormalities of forces of labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62.8;;SAME-AS;;;;;;;
;Abnormality of forces of labor, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O62.9;;SAME-AS;;;;;;;
;Long labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O63;;SAME-AS;;;;;;;
;Prolonged first stage (of labor);;;;Diagnosis;N/A;;FALSE;ICD10-BD;O63.0;;SAME-AS;;;;;;;
;Prolonged second stage (of labor);;;;Diagnosis;N/A;;FALSE;ICD10-BD;O63.1;;SAME-AS;;;;;;;
;Delayed delivery of second twin, triplet, etc.;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O63.2;;SAME-AS;;;;;;;
;Long labor, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O63.9;;SAME-AS;;;;;;;
;Obstructed labor due to malposition and malpresentation of fetus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64;;SAME-AS;;;;;;;
;Obstructed labor due to incomplete rotation of fetal head;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.0;;SAME-AS;;;;;;;
;Obstructed labor due to breech presentation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.1;;SAME-AS;;;;;;;
;Obstructed labor due to face presentation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.2;;SAME-AS;;;;;;;
;Obstructed labor due to brow presentation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.3;;SAME-AS;;;;;;;
;Obstructed labor due to shoulder presentation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.4;;SAME-AS;;;;;;;
;Obstructed labor due to compound presentation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.5;;SAME-AS;;;;;;;
;Obstructed labor due to other malposition and malpresentation;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.8;;SAME-AS;;;;;;;
;Obstructed labor due to malposition and malpresentation, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O64.9;;SAME-AS;;;;;;;
;Obstructed labor due to maternal pelvic abnormality;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65;;SAME-AS;;;;;;;
;Obstructed labor due to deformed pelvis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.0;;SAME-AS;;;;;;;
;Obstructed labor due to generally contracted pelvis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.1;;SAME-AS;;;;;;;
;Obstructed labor due to pelvic inlet contraction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.2;;SAME-AS;;;;;;;
;Obstructed labor due to pelvic outlet and midcavity contraction;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.3;;SAME-AS;;;;;;;
;Obstructed labor due to fetopelvic disproportion, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.4;;SAME-AS;;;;;;;
;Obstructed labor due to abnormality of maternal pelvic organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.5;;SAME-AS;;;;;;;
;Obstructed labor due to other maternal pelvic abnormalities;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.8;;SAME-AS;;;;;;;
;Obstructed labor due to maternal pelvic abnormality, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O65.9;;SAME-AS;;;;;;;
;Other obstructed labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66;;SAME-AS;;;;;;;
;Obstructed labor due to shoulder dystocia;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.0;;SAME-AS;;;;;;;
;Obstructed labor due to locked twins;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.1;;SAME-AS;;;;;;;
;Obstructed labor due to unusually large fetus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.2;;SAME-AS;;;;;;;
;Obstructed labor due to other abnormalities of fetus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.3;;SAME-AS;;;;;;;
;Failed trial of labor, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.4;;SAME-AS;;;;;;;
;Failed application of vacuum extractor and forceps, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.5;;SAME-AS;;;;;;;
;Other specified obstructed labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.8;;SAME-AS;;;;;;;
;Obstructed labor, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O66.9;;SAME-AS;;;;;;;
;Labor and delivery complicated by intrapartum hemorrhage, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O67;;SAME-AS;;;;;;;
;Intrapartum hemorrhage with coagulation defect;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O67.0;;SAME-AS;;;;;;;
;Other intrapartum hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O67.8;;SAME-AS;;;;;;;
;Intrapartum hemorrhage, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O67.9;;SAME-AS;;;;;;;
;Labor and delivery complicated by fetal stress [distress];;;;Diagnosis;N/A;;FALSE;ICD10-BD;O68;;SAME-AS;;;;;;;
;Labor and delivery complicated by fetal heart rate anomaly;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O68.0;;SAME-AS;;;;;;;
;Labor and delivery complicated by meconium in amniotic fluid;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O68.1;;SAME-AS;;;;;;;
;Labor and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O68.2;;SAME-AS;;;;;;;
;Labor and delivery complicated by biochemical evidence of fetal stress;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O68.3;;SAME-AS;;;;;;;
;Labor and delivery complicated by other evidence of fetal stress;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O68.8;;SAME-AS;;;;;;;
;Labor and delivery complicated by fetal stress, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O68.9;;SAME-AS;;;;;;;
;Labor and delivery complicated by umbilical cord complications;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69;;SAME-AS;;;;;;;
;Labor and delivery complicated by prolapse of cord;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.0;;SAME-AS;;;;;;;
;Labor and delivery complicated by cord around neck, with compression;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.1;;SAME-AS;;;;;;;
;Labor and delivery complicated by other cord entanglement;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.2;;SAME-AS;;;;;;;
;Labor and delivery complicated by short cord;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.3;;SAME-AS;;;;;;;
;Labor and delivery complicated by vasa previa;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.4;;SAME-AS;;;;;;;
;Labor and delivery complicated by vascular lesion of cord;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.5;;SAME-AS;;;;;;;
;Labor and delivery complicated by other cord complications;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.8;;SAME-AS;;;;;;;
;Labor and delivery complicated by cord complication, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O69.9;;SAME-AS;;;;;;;
;Perineal laceration during delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O70;;SAME-AS;;;;;;;
;First degree perineal laceration during delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O70.0;;SAME-AS;;;;;;;
;Second degree perineal laceration during delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O70.1;;SAME-AS;;;;;;;
;Third degree perineal laceration during delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O70.2;;SAME-AS;;;;;;;
;Fourth degree perineal laceration during delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O70.3;;SAME-AS;;;;;;;
;Perineal laceration during delivery, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O70.9;;SAME-AS;;;;;;;
;Other obstetric trauma;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71;;SAME-AS;;;;;;;
;Rupture of uterus before onset of labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.0;;SAME-AS;;;;;;;
;Rupture of uterus during labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.1;;SAME-AS;;;;;;;
;Postpartum inversion of uterus;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.2;;SAME-AS;;;;;;;
;Obstetric laceration of cervix;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.3;;SAME-AS;;;;;;;
;Obstetric high vaginal laceration alone;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.4;;SAME-AS;;;;;;;
;Other obstetric injury to pelvic organs;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.5;;SAME-AS;;;;;;;
;Obstetric damage to pelvic joints and ligaments;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.6;;SAME-AS;;;;;;;
;Obstetric hematoma of pelvis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.7;;SAME-AS;;;;;;;
;Other specified obstetric trauma;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.8;;SAME-AS;;;;;;;
;Obstetric trauma, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O71.9;;SAME-AS;;;;;;;
;Postpartum hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O72;;SAME-AS;;;;;;;
;Third-stage hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O72.0;;SAME-AS;;;;;;;
;Other immediate postpartum hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O72.1;;SAME-AS;;;;;;;
;Delayed and secondary postpartum hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O72.2;;SAME-AS;;;;;;;
;Postpartum coagulation defects;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O72.3;;SAME-AS;;;;;;;
;Retained placenta and membranes, without hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O73;;SAME-AS;;;;;;;
;Retained placenta, without hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O73.0;;SAME-AS;;;;;;;
;Retained portions of placenta and membranes, without hemorrhage;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O73.1;;SAME-AS;;;;;;;
;Complications of anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74;;SAME-AS;;;;;;;
;Aspiration pneumonitis due to anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.0;;SAME-AS;;;;;;;
;Other pulmonary complications of anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.1;;SAME-AS;;;;;;;
;Cardiac complications of anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.2;;SAME-AS;;;;;;;
;Central nervous system complications of anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.3;;SAME-AS;;;;;;;
;Toxic reaction to local anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.4;;SAME-AS;;;;;;;
;Spinal and epidural anesthesia-induced headache during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.5;;SAME-AS;;;;;;;
;Other complications of spinal and epidural anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.6;;SAME-AS;;;;;;;
;Failed or difficult intubation during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.7;;SAME-AS;;;;;;;
;Other complications of anesthesia during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.8;;SAME-AS;;;;;;;
;Complication of anesthesia during labor and delivery, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O74.9;;SAME-AS;;;;;;;
;Other complications of labor and delivery, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75;;SAME-AS;;;;;;;
;Maternal distress during labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.0;;SAME-AS;;;;;;;
;Shock during or following labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.1;;SAME-AS;;;;;;;
;Pyrexia during labor, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.2;;SAME-AS;;;;;;;
;Other infection during labor;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.3;;SAME-AS;;;;;;;
;Other complications of obstetric surgery and procedures;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.4;;SAME-AS;;;;;;;
;Delayed delivery after artificial rupture of membranes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.5;;SAME-AS;;;;;;;
;Delayed delivery after spontaneous or unspecified rupture of membranes;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.6;;SAME-AS;;;;;;;
;Vaginal delivery following previous cesarean section;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.7;;SAME-AS;;;;;;;
;Other specified complications of labor and delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.8;;SAME-AS;;;;;;;
;Complication of labor and delivery, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O75.9;;SAME-AS;;;;;;;
;Puerperal sepsis;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O85;;SAME-AS;;;;;;;
;Other puerperal infections;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O86;;SAME-AS;;;;;;;
;Infection of obstetric surgical wound;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O86.0;;SAME-AS;;;;;;;
;Other infection of genital tract following delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O86.1;;SAME-AS;;;;;;;
;Urinary tract infection following delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O86.2;;SAME-AS;;;;;;;
;Other genitourinary tract infections following delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O86.3;;SAME-AS;;;;;;;
;Pyrexia of unknown origin following delivery;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O86.4;;SAME-AS;;;;;;;
;Other specified puerperal infections;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O86.8;;SAME-AS;;;;;;;
;Venous complications in the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O87;;SAME-AS;;;;;;;
;Superficial thrombophlebitis in the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O87.0;;SAME-AS;;;;;;;
;Deep phlebothrombosis in the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O87.1;;SAME-AS;;;;;;;
;Hemorrhoids in the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O87.2;;SAME-AS;;;;;;;
;Cerebral venous thrombosis in the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O87.3;;SAME-AS;;;;;;;
;Other venous complications in the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O87.8;;SAME-AS;;;;;;;
;Venous complication in the puerperium, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O87.9;;SAME-AS;;;;;;;
;Obstetric embolism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O88;;SAME-AS;;;;;;;
;Obstetric air embolism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O88.0;;SAME-AS;;;;;;;
;Amniotic fluid embolism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O88.1;;SAME-AS;;;;;;;
;Obstetric blood-clot embolism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O88.2;;SAME-AS;;;;;;;
;Obstetric pyemic and septic embolism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O88.3;;SAME-AS;;;;;;;
;Other obstetric embolism;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O88.8;;SAME-AS;;;;;;;
;Complications of anesthesia during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89;;SAME-AS;;;;;;;
;Pulmonary complications of anesthesia during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.0;;SAME-AS;;;;;;;
;Cardiac complications of anesthesia during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.1;;SAME-AS;;;;;;;
;Central nervous system complications of anesthesia during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.2;;SAME-AS;;;;;;;
;Toxic reaction to local anesthesia during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.3;;SAME-AS;;;;;;;
;Spinal and epidural anesthesia-induced headache during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.4;;SAME-AS;;;;;;;
;Other complications of spinal and epidural anesthesia during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.5;;SAME-AS;;;;;;;
;Failed or difficult intubation during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.6;;SAME-AS;;;;;;;
;Other complications of anesthesia during the puerperium;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.8;;SAME-AS;;;;;;;
;Complication of anesthesia during the puerperium, unspecified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O89.9;;SAME-AS;;;;;;;
;Complications of the puerperium, not elsewhere classified;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O90;;SAME-AS;;;;;;;
;Disruption of cesarean section wound;;;;Diagnosis;N/A;;FALSE;ICD10-BD;O90.0;;SAME-AS;;;;;;;
